gic2,cik,GVKEY,permno,Industry,CompName,esg_report,year,filename,sentence,Label
10,93410,2991,14541,Energy,CHEVRON CORP,1,2010,CHEVRON CORP_2010.txt,"Chevron’s business interests and community interests are linked, so our efforts to fight disease benefit all.",CR
10,93410,2991,14541,Energy,CHEVRON CORP,1,2011,CHEVRON CORP_2011.txt,"Because of the inherent limitations in any internal control, it is possible that fraud, error, or noncompliance with laws and regulations may occur and not be detected.",BE
10,93410,2991,14541,Energy,CHEVRON CORP,1,2015,CHEVRON CORP_2015.txt,The Board is committed to strong corporate governance structures and practices that help the Company achieve business results—the right way.,CG
10,93410,2991,14541,Energy,CHEVRON CORP,1,2015,CHEVRON CORP_2015.txt,Energy efficiency Using less energy to provide the same service.,CC
10,93410,2991,14541,Energy,CHEVRON CORP,1,2017,CHEVRON CORP_2017.txt,Our Grievance Mechanism Guidance and existing operational-level grievance mechanisms enable our business units to identify and respond to community concerns that may call for remedy.,CR
10,93410,2991,14541,Energy,CHEVRON CORP,0,2013,edgar/data/93410/0001308179-13-000196.txt,Mr. Denham was also our Lead Director in another sense and was on our nomination committee.,CG
10,107263,11506,38156,Energy,WILLIAMS COS INC,1,2019,WILLIAMS COS INC_2019.txt,Our goal is to operate in a manner that protects the health of local ecosystems so we can leave a better world for future generations.,NC
10,107263,11506,38156,Energy,WILLIAMS COS INC,1,2020,WILLIAMS COS INC_2020.txt,"Contributing to a low-carbon economy by deploying and seeking to deploy new technologies and decarbonizing energy sources, including but not limited to renewable natural gas, green hydrogen and biofuel.",CC
10,107263,11506,38156,Energy,WILLIAMS COS INC,0,2001,edgar/data/107263/0000950134-01-002612.txt,"The Compensation Committee approves the standard for salaries for executive officers of Williams, reviews and approves the salary budgets for all other officers of Williams, and specifically reviews and approves the compensation of the senior executives of Williams.",CG
10,107263,11506,38156,Energy,WILLIAMS COS INC,0,2020,edgar/data/107263/0001193125-20-078313.txt,Our Corporate Governance Guidelines also require that the Board annually determine whether our directors are independent.,CG
10,6769,1678,39490,Energy,APACHE CORP,1,2013,APACHE CORP_2013.txt,Apache has donated 60 offshore platforms to the Rigs to Reefs program and had an additional 30 structures awaiting approvals.,CR
10,6769,1678,39490,Energy,APACHE CORP,1,2016,APACHE CORP_2016.txt,These meetings provide employees with an opportunity to hear about the company’s strategy and corporate updates as well as ask questions of management.,HC
10,6769,1678,39490,Energy,APACHE CORP,1,2017,APACHE CORP_2017.txt,"Thanks in part to the success of the conservation plans, the LEPC is no longer a protected or candidate species as defined by the Endangered Species Act(ESA).",NC
10,6769,1678,39490,Energy,APACHE CORP,1,2017,APACHE CORP_2017.txt,"In 2016, our health and safety teams were able to spend more face to face time with contractor companies to reinforce that safety is a Core Value for us and that we expect the same of them.",HC
10,6769,1678,39490,Energy,APACHE CORP,1,2017,APACHE CORP_2017.txt,"For example, Apache was part of an industry group that worked with the Texas  legislature to provide more than $5 billion in extra funds to the Texas Department of Transportation and local counties for use in road and highway construction and maintenance in the areas that have seen a dramatic uptick in oil and gas development activity.",CR
10,6769,1678,39490,Energy,APACHE CORP,1,2018,APACHE CORP_2018.txt,"Emissions can be higher from tests of temporary exploratory wells, like the kind we have been operating thus far in Alpine High, than from production wells.",PW
10,6769,1678,39490,Energy,APACHE CORP,1,2018,APACHE CORP_2018.txt,We also contribute to local economies through a variety of taxes and fees.,CR
10,6769,1678,39490,Energy,APACHE CORP,1,2019,APACHE CORP_2019.txt,"Apache is a member of Oil Spill Response Limited, which provides well control and spill response support globally to Apache’s offshore areas of operation.",PW
10,717423,7620,28345,Energy,MURPHY OIL CORP,1,2020,MURPHY OIL CORP_2020.txt,Describe the targets used by the organization to manage climate-related risks and opportunities and performance against targets.,CC
10,1168054,150699,89509,Energy,CIMAREX ENERGY CO,0,2005,edgar/data/1168054/0001047469-05-007935.txt,"All members of each Committee are independent within the meaning of the rules of the Securities and Exchange Commission, the listing standards of the New York Stock Exchange and the Corporate Governance Guidelines of Cimarex.",CG
15,51434,6104,21573,Materials,INTL PAPER CO,1,2015,INTL PAPER CO_2015.txt,Leadership: We uphold the highest ethical standards.,BE
15,51434,6104,21573,Materials,INTL PAPER CO,1,2016,INTL PAPER CO_2016.txt,"Last year we developed The IP Way Forward, our framework to engage, align and inspire our 55,000 employees.",HC
15,51434,6104,21573,Materials,INTL PAPER CO,1,2016,INTL PAPER CO_2016.txt,We do not experience signiﬁcant seasonal variations in employment.,HC
15,51434,6104,21573,Materials,INTL PAPER CO,1,2016,INTL PAPER CO_2016.txt,"Biomass Energy Fuel that is developed from organic materials, a renewable and sustainable source of energy used to create electricity or other forms of power.",CC
15,51434,6104,21573,Materials,INTL PAPER CO,1,2017,INTL PAPER CO_2017.txt,"In 2017, the company was able to reduce its consumption of fuel oil by 10%.",CC
15,51434,6104,21573,Materials,INTL PAPER CO,1,2018,INTL PAPER CO_2018.txt,The joint work also guided restoration techniques for the company’s natural areas.,NC
15,51434,6104,21573,Materials,INTL PAPER CO,1,2019,INTL PAPER CO_2019.txt,We continuously work to evolve the design of our products so that they can enjoy multiple lives through repeated cycles of reuse and recycling.,PW
15,51434,6104,21573,Materials,INTL PAPER CO,1,2019,INTL PAPER CO_2019.txt,"For the 14th consecutive year, the Ethisphere Institute recognized International Paper as one of the World’s Most Ethical Companies.",BE
15,51434,6104,21573,Materials,INTL PAPER CO,1,2019,INTL PAPER CO_2019.txt,"We annually conduct more than 80 local United Way campaigns in the U.S. and Canada, enabling employees to donate to their communities in a meaningful way.",CR
15,9389,1988,57568,Materials,BALL CORP,1,2018,BALL CORP_2018.txt,"Now is the time to discuss what is actually recyclable, and what we as society and governments can afford to recycle.",PW
15,1324404,163946,90829,Materials,CF INDUSTRIES HOLDINGS INC,1,2012,CF INDUSTRIES HOLDINGS INC_2012.txt,"Just as our products help nourish the soil, we look for ways to leverage our company’s many resources to strengthen the health and vitality of our local communities.",CR
15,1324404,163946,90829,Materials,CF INDUSTRIES HOLDINGS INC,1,2017,CF INDUSTRIES HOLDINGS INC_2017.txt,"We also work closely with first responders near our facilities, often conducting training exercises together as well as supporting their capabilities.",HC
15,1324404,163946,90829,Materials,CF INDUSTRIES HOLDINGS INC,0,2019,edgar/data/1324404/0001047469-19-001683.txt,The compensation and management development committee utilizes the annual business plan in connection with setting goals and targets for our incentive compensation programs at the end of each calendar year.,CG
15,74303,8123,13610,Materials,OLIN CORP,0,2007,edgar/data/74303/0001193125-07-044862.txt,"The board reviews commercial, industrial, banking, consulting, legal, accounting, charitable and familial relationships.",CG
15,74303,8123,13610,Materials,OLIN CORP,0,2009,edgar/data/74303/0001193125-09-043852.txt,"Such restrictions will lapse under such circumstances as the committee may determine, including upon the achievement of performance criteria referred to above.",CG
20,18230,2817,18542,Industrials,CATERPILLAR INC,1,2020,CATERPILLAR INC_2020.txt,Caterpillar has supported the United Way for more than 60 years through our annual campaign.,CR
20,18230,2817,18542,Industrials,CATERPILLAR INC,0,2015,edgar/data/18230/0000018230-15-000154.txt,Jon Huntsman was potentially over-extended with director seats on 4 public companies.,CG
20,92380,9882,58683,Industrials,SOUTHWEST AIRLINES,1,2010,SOUTHWEST AIRLINES_2010.txt,BPSOS deployed national headquarters staff and volunteers from across the country to support its branch staff in the Gulf Coast in providing emergency assistance to more than a thousand Vietnamese families.,CR
20,92380,9882,58683,Industrials,SOUTHWEST AIRLINES,1,2010,SOUTHWEST AIRLINES_2010.txt,"Jerome’s observation and willingness to reach out to Southwest Airlines reduced Customers’ boarding pass paper consumption, easily saving thousands of trees per year.",NC
20,92380,9882,58683,Industrials,SOUTHWEST AIRLINES,1,2011,SOUTHWEST AIRLINES_2011.txt,The U4P Staff is a strong support network for Leadership and professional development and offers a variety of learning opportunities from Leadership 101 and emotional intelligence to project management and Microsoft Office classes.,HC
20,92380,9882,58683,Industrials,SOUTHWEST AIRLINES,1,2014,SOUTHWEST AIRLINES_2014.txt,"We also offer First Aid, cardiopulmonary resuscitation (CPR), and automated external defibrillator (AED) training to all interested Employees and require this training for all Flight Attendants and all Operations Supervisors.",HC
20,92380,9882,58683,Industrials,SOUTHWEST AIRLINES,1,2014,SOUTHWEST AIRLINES_2014.txt,"We have formal plans in place to respond to aircraft incidents, weather disruptions, and other disasters such as terrorism threats, pandemics, and facility emergencies.",PL
20,92380,9882,58683,Industrials,SOUTHWEST AIRLINES,1,2015,SOUTHWEST AIRLINES_2015.txt,"We continually review our systems to provide transparency and accountability, and we update our corporate governance policies when needed.",CG
20,92380,9882,58683,Industrials,SOUTHWEST AIRLINES,0,2001,edgar/data/92380/0000950134-01-003332.txt,"Many institutional investors hold that good governance, that includes annual election of each director, is a means of ensuring the long-term performance of the companies they invest in.",CG
20,85961,9299,27633,Industrials,RYDER SYSTEM INC,0,2020,edgar/data/85961/0000085961-20-000095.txt,The Committee values the opinions of our shareholders and will continue to consider shareholder feedback and the outcomes of future say-on-pay votes when designing compensation programs and making compensation decisions for our NEOs.,CG
20,78814,8606,24459,Industrials,PITNEY BOWES INC,1,2013,PITNEY BOWES INC_2013.txt,Pitney Bowes’ federal and state government affairs professionals are responsible for day-to-day decision making on political activities.,BE
20,78814,8606,24459,Industrials,PITNEY BOWES INC,1,2014,PITNEY BOWES INC_2014.txt,"Our wellness and benefits website, PBprojectliving.com, provides up-to-date guidance on matters ranging from health and wellness to financial planning and resources to help employees at different stages of their life — together with information on how best to take advantage of company benefits in those areas.",HC
20,78814,8606,24459,Industrials,PITNEY BOWES INC,1,2015,PITNEY BOWES INC_2015.txt,"Students spend time observing work assignments, then apply lessons learned to develop corrective action plans for their location by the end of the workshop .",CR
20,78814,8606,24459,Industrials,PITNEY BOWES INC,1,2015,PITNEY BOWES INC_2015.txt,"Throughout the year, the team participates in programs that provide food to the homeless, clothing drives, Toys for Tots, adopting a family for the holidays, and School Back Pack Challenges .",CR
20,78814,8606,24459,Industrials,PITNEY BOWES INC,1,2019,PITNEY BOWES INC_2019.txt,"Our sponsorship underwrote the participation of Dr. Marc Brackett, author of Permission to Feel and creator of the RULER program at Yale University’s Center for Emotional Intelligence.",CR
25,37996,4839,25785,Consumer Discretionary,FORD MOTOR CO,1,2016,FORD MOTOR CO_2015-2016.txt,We have adopted a comprehensive water strategy that corresponds to the key elements of the CEO Water Mandate.,NC
25,37996,4839,25785,Consumer Discretionary,FORD MOTOR CO,1,2016,FORD MOTOR CO_2015-2016.txt,"The transportation sector overall – including emissions from cars and lightduty trucks, larger trucks and buses, airplanes, ships, rail transport and other modes of transportation – contributed approximately 23 percent of GHG emissions globally in 2013 (IEA, 2015, CO2 Emissions from Fuel Combustion Highlights 2015).",CC
25,37996,4839,25785,Consumer Discretionary,FORD MOTOR CO,1,2016,FORD MOTOR CO_2015-2016.txt,"The Ford Fund, our charitable foundation, supported nonprofit projects in Germany with more than $190,000.",CR
25,37996,4839,25785,Consumer Discretionary,FORD MOTOR CO,1,2021,FORD MOTOR CO_2021.txt,Each of these individuals was selected for going above and beyond in their commitment to community service and helping people in need.,CR
25,37996,4839,25785,Consumer Discretionary,FORD MOTOR CO,1,2022a,FORD MOTOR CO_2022a.txt,"We will continue to be leaders in creating, developing, and validating alternative methods to proving and providing product safety.",PL
25,37996,4839,25785,Consumer Discretionary,FORD MOTOR CO,1,2022b,FORD MOTOR CO_2022b.txt,"In turn, promoting employee engagement, training and education, leadership development and succession planning are all crucial elements in workforce development.",HC
25,320187,7906,57665,Consumer Discretionary,NIKE INC,1,2020,NIKE INC_2020.txt,"Retention remains high, but we know we need to stay engaged to avoid eroding our progress in hiring and promoting women globally and U.S. racial and ethnic minorities.",HC
25,320187,7906,57665,Consumer Discretionary,NIKE INC,1,2020,NIKE INC_2020.txt,"Over the past five years, we have continued to invest in growth and development for all employees.",HC
25,320187,7906,57665,Consumer Discretionary,NIKE INC,1,2020,NIKE INC_2020.txt,"Collectively, these young women are getting thousands of girls active every week in their communities.",CR
25,1065696,155394,89866,Consumer Discretionary,LKQ CORP,1,2020,LKQ CORP_2020.txt,One initiative that we have undertaken to improve employee engagement is conducting Stay Interviews.,HC
25,1065696,155394,89866,Consumer Discretionary,LKQ CORP,0,2008,edgar/data/1065696/0001047469-08-003926.txt,"All of the Audit Committee members satisfy the independence, financial literacy, and expertise requirements of the rules of NASDAQ.",CG
25,98246,13646,75100,Consumer Discretionary,TIFFANY & CO,1,2018,TIFFANY CO_2018.txt,"As part of our Company’s efforts to be as inclusive as possible, in 2018 we began offering an unconscious bias training course to employees, starting in the U.S.",HC
25,98246,13646,75100,Consumer Discretionary,TIFFANY & CO,0,2020,edgar/data/98246/0000098246-20-000061.txt,"The restrictive covenants include a non-compete restriction, a non-solicitation restriction with respect to employees, customers, clients, vendors, business partners and suppliers, and a no-hire restriction with respect to employees and others engaged by the Company or its affiliates.",HC
25,98246,13646,75100,Consumer Discretionary,TIFFANY & CO,0,2003,edgar/data/98246/0000950123-03-003984.txt,The Audit Committee shall review and reassess this Charter annually and recommend any appropriate changes to the Board of Directors.,CG
25,916365,29736,80286,Consumer Discretionary,TRACTOR SUPPLY CO,0,2019,edgar/data/916365/0000916365-19-000051.txt,Each director receives a personalized assessment report that shows his or her individual performance compared with his or her peers as well as the full Board assessment results.,CG
30,104169,11259,55976,Consumer Staples,WALMART INC,1,2008,WALMART INC_2007-2008.txt,The CNGC ’s responsibilities include: evaluating and approving the compensation of the company ’s executive officers; reviewing and mak ing recommendations to the board regarding director compensation; and evaluating other matters relating to the overall compensation structure of the company.,CG
30,104169,11259,55976,Consumer Staples,WALMART INC,1,2011,WALMART INC_2011.txt,"This is significant, as phosphates are a dangerous water contaminant known to have poisonous effects on a quatic life .",PW
30,104169,11259,55976,Consumer Staples,WALMART INC,1,2020,WALMART INC_2020.txt,"Beyond food safety and access to healthier food, we often get questions about our organic options, alternate protein offerings, antibiotic use and animal welfare.",PL
30,40704,5071,17144,Consumer Staples,GENERAL MILLS INC,1,2011,GENERAL MILLS INC_2011.txt,"In addition, all of our flavors of Betty Crocker SuperMoist cake mixes now have 0 grams of trans fat – just one slice of our ongoing, multiyear effort to remove trans fat from all of our products.",PL
30,40704,5071,17144,Consumer Staples,GENERAL MILLS INC,1,2012,GENERAL MILLS INC_2012.txt,"In 2011, TechnoServe, a nonprofit organization that works to find business solutions to combat poverty around the world, honored General Mills Chairman and Chief Executive Officer Ken Powell for his leadership in helping to empower poor people in Africa.",CR
30,40704,5071,17144,Consumer Staples,GENERAL MILLS INC,1,2013,GENERAL MILLS INC_2013.txt,We have high expectations for ethical conduct in every aspect of our business.,BE
30,40704,5071,17144,Consumer Staples,GENERAL MILLS INC,1,2014,GENERAL MILLS INC_2014.txt,Internal verification and validation: We conduct internal risk-based surveillance and food safety testing at each General Mills facility.,PL
30,40704,5071,17144,Consumer Staples,GENERAL MILLS INC,1,2015,GENERAL MILLS INC_2015.txt,"Ghana: In Ghana, West Africa, our work with CARE in 20 cocoa-growing communities is helping improve food security, nutrition, health, youth education and livelihoods for smallholder farmers and their families.",CR
30,40704,5071,17144,Consumer Staples,GENERAL MILLS INC,1,2016,GENERAL MILLS INC_2016.txt,Status: 28 percent of the cocoa General Mills purchased was sustainably sourced in fiscal 2015.,NC
30,40704,5071,17144,Consumer Staples,GENERAL MILLS INC,1,2018,GENERAL MILLS INC_2018.txt,"Upon completion of the investigation, our Ethics & Compliance group oversees appropriate disciplinary actions (including termination of third-party relationships), remediation steps and internal/external reporting.",BE
30,96021,10247,52038,Consumer Staples,SYSCO CORP,1,2019,SYSCO CORP_2019.txt,Non-branded ground beef and veal suppliers must be approved by Sysco QA before an operating company can purchase these high-risk items.,PL
30,96021,10247,52038,Consumer Staples,SYSCO CORP,0,2012,edgar/data/96021/0001308179-12-000182.txt,Mr. Hope started his career at Sysco’s corporate headquarters as a financial analyst in 1987 where he served in various financial management roles.,CG
30,1001250,61567,82642,Consumer Staples,LAUDER (ESTEE) COS INC,1,2012,LAUDER (ESTEE) COS INC_2012.txt,We have redesigned our global distribution network to improve efficiency and reduce emissions.,CC
30,21076,3121,46578,Consumer Staples,CLOROX CO,0,2019,edgar/data/21076/0001206774-19-003343.txt,The duties of the lead independent director include coordinating the activities of the independent directors and serving as a liaison between the Chair and the independent directors.,CG
35,78003,8530,21936,Health Care,PFIZER INC,1,2007,PFIZER INC_2007.txt,"Supporting these agencies includes the testing of suspected counterfeit products to determine their authenticity, and entering results in a database, which has helped to trace the flow of counterfeit products.",PL
35,78003,8530,21936,Health Care,PFIZER INC,1,2020,PFIZER INC_2020.txt,"In 2020, Pfizer colleagues lived our four core values as a company – Courage, Excellence, Equity and Joy.",BE
35,97745,10530,62092,Health Care,THERMO FISHER SCIENTIFIC INC,1,2016,THERMO FISHER SCIENTIFIC INC_2016.txt,"One way we do this is by of fering a competitive rewards package, called My Total Rewards, that is tailored to meet the diverse needs of our employees at every stage of their personal and professional lives.",HC
35,49071,27914,48653,Health Care,HUMANA INC,1,2020,HUMANA INC_2020.txt,"When it comes to diversity, Humana aims for at least 20 percent of our managers to have an international background.",HC
35,1090872,126554,87432,Health Care,AGILENT TECHNOLOGIES INC,1,2000,AGILENT TECHNOLOGIES INC_2000.txt,"Wherever Agilent is in the world, we adhere to the highest standards of integrity and business ethics.",BE
35,1090872,126554,87432,Health Care,AGILENT TECHNOLOGIES INC,1,2002,AGILENT TECHNOLOGIES INC_2002.txt,"Our program provides the necessary infrastructure to ensure personal customer data is collected and used in a fair, lawful and honest fashion.",PL
35,1090872,126554,87432,Health Care,AGILENT TECHNOLOGIES INC,1,2003,AGILENT TECHNOLOGIES INC_2003.txt,This helps kids start school on an equal footing.,CR
35,1090872,126554,87432,Health Care,AGILENT TECHNOLOGIES INC,1,2003,AGILENT TECHNOLOGIES INC_2003.txt,Agilent is concerned about our commitments to environmental sustainability and as such is working on ways to reduce the use and emissions of GHGs wherever technology is available.,CC
35,1090872,126554,87432,Health Care,AGILENT TECHNOLOGIES INC,1,2012,AGILENT TECHNOLOGIES INC_2012.txt,Agilent had no incidents of non-compliance regarding products or non-compliance issues regarding labeling.,PL
40,831001,3243,70519,Financials,CITIGROUP INC,1,2018,CITIGROUP INC_2018.txt,We recognize that employee benefits are critical to ensuring equality and mobility for our colleagues.,HC
40,831001,3243,70519,Financials,CITIGROUP INC,1,2018,CITIGROUP INC_2018.txt,"When hiring for senior management, we may consider qualified candidates from across the globe.",CG
40,831001,3243,70519,Financials,CITIGROUP INC,1,2018,CITIGROUP INC_2018.txt,"In addition, we do not directly source high-risk agricultural commodities, conflict minerals or any other raw materials, goods or services in significant amounts from suppliers in high-risk jurisdictions.",NC
40,831001,3243,70519,Financials,CITIGROUP INC,1,2019,CITIGROUP INC_2019.txt,That’s why one of our largest philanthropic focus areas is workforce development.,CR
40,831001,3243,70519,Financials,CITIGROUP INC,1,2020,CITIGROUP INC_2020.txt,"For 16 consecutive years, Citi has received a perfect score on the Human Rights Campaign Foundation’s Corporate Equality Index, a national survey that benchmarks corporate policies and practices for LGBTQ+ workplace quality.",HC
40,831001,3243,70519,Financials,CITIGROUP INC,1,2020,CITIGROUP INC_2020.txt,"Sustainability and other ESG -related goals are incorporated into cer tain executive scorecards , which are key elements of performance management tied to the determination of incentive compensation for these executives .",CG
40,831001,3243,70519,Financials,CITIGROUP INC,0,2013,edgar/data/831001/0001206774-13-001052.txt,The Board and committees may engage an outside consultant to assist in conducting the self-evaluations.,CG
40,831001,3243,70519,Financials,CITIGROUP INC,0,2015,edgar/data/831001/0001206774-15-000923.txt,"Corbat has sponsored our multi-year focus on Ethics and Culture, our broad and innovative effort to further heighten attention towards ethical decision-making across Citi.",BE
40,831001,3243,70519,Financials,CITIGROUP INC,0,2015,edgar/data/831001/0001206774-15-000923.txt,"Citi is committed to complying with these rules, and to maintaining the highest ethical standards in conducting its advocacy.",BE
40,93751,10035,72726,Financials,STATE STREET CORP,1,2017,STATE STREET CORP_2017.txt,Anti-Competitive Behavior Fair competition is upheld by our policies and the law.,BE
40,93751,10035,72726,Financials,STATE STREET CORP,1,2018,STATE STREET CORP_2018.txt,"Opportunities include guiding Foundation grants, becoming volunteer ambassadors and joining nonprofit boards of directors.",CR
40,93751,10035,72726,Financials,STATE STREET CORP,1,2019,STATE STREET CORP_2019.txt,"A supplier must notify State Street immediately if it becomes aware or has reason to believe that it, or any of its officers, employees, agents or subcontractors have, breached or potentially breached any of State Street’s Service Provider’s obligations under this agreement.",BE
40,93751,10035,72726,Financials,STATE STREET CORP,1,2019,STATE STREET CORP_2019.txt,"It was overall an excellent opportunity to gain new insights to the critical work that we are doing, connect with colleagues from other offices across North America, share best practices, and build better synergy and new working relationships in an energized setting.",HC
40,93751,10035,72726,Financials,STATE STREET CORP,1,2020,STATE STREET CORP_2020.txt,"In most circumstances, we indemnify our clients for the fair market value of those securities against a failure of the borrower to return such securities.",PL
40,93751,10035,72726,Financials,STATE STREET CORP,1,2021,STATE STREET CORP_2021.txt,"TAI’s cumulative investments in renewable energy and affordable housing, together with State Street co-investors, has led to the development and construction of over 4.9 gigawatts of renewable wind and solar energy and the construction of more than 1,300 affordable housing properties located in 52 U.S. states and territories.",CC
40,1378946,16245,12073,Financials,PEOPLE'S UNITED FINL INC,0,2013,edgar/data/1378946/0001193125-13-097017.txt,Nominations of candidates for election as directors may be made only by the Board of Directors or by a record owner of Common Stock.,CG
40,1378946,16245,12073,Financials,PEOPLE'S UNITED FINL INC,0,2014,edgar/data/1378946/0001193125-14-087853.txt,"The Administrator shall determine all terms and conditions of the Award, including but not limited to, the time or times at which such Awards shall be made, and the number of Shares to be granted pursuant to such Awards or to which such Award shall relate; provided that any Award that provides for purchase rights shall be priced at 100% of Fair Market Value on the date of grant of the Award; and provided further that the date of grant cannot be prior to the date the Administrator takes action to approve the Award.",CG
45,320193,1690,14593,Information Technology,APPLE INC,1,2017,APPLE INC_2017.txt,The Reed Forest is certified to the Forest Stewardship Council (FSC) and Sustainable Forestry Initiative (SFI) standards.,CC
45,320193,1690,14593,Information Technology,APPLE INC,1,2020,APPLE INC_2020.txt,"We’ve learned a lot about how best to secure renewable energy, which has helped us educate suppliers and expand our renewable energy efforts into our supply chain.",CC
45,320193,1690,14593,Information Technology,APPLE INC,1,2022,APPLE INC_2022.txt,"More than 90 percent of the tungsten used in fiscal year 2021 came from recycled sources, a significant milestone from prior years.",PW
45,320193,1690,14593,Information Technology,APPLE INC,1,2022,APPLE INC_2022.txt,"To learn more about our recycling programs, visit the Apple Recycling Programs site.",PW
45,320193,1690,14593,Information Technology,APPLE INC,1,2022,APPLE INC_2022.txt,"Apple, alongside other partners, helped the Suzhou Industrial Park become the first industrial park in the world to earn Alliance for Water Stewardship certification.",NC
45,320193,1690,14593,Information Technology,APPLE INC,1,2022,APPLE INC_2022.txt,"Across our corporate operations, we’re reducing the amount of waste we generate and directing more toward recycling programs.",PW
45,320193,1690,14593,Information Technology,APPLE INC,0,2010,edgar/data/320193/0001193125-10-005145.txt,All four Compensation Committee members are independent directors under the applicable NASDAQ and SEC rules.,CG
45,1101215,143974,89002,Information Technology,ALLIANCE DATA SYSTEMS CORP,1,2016,ALLIANCE DATA SYSTEMS CORP_2016.txt,Corporate Responsibility Leadership Council informed the refinement of our community giving strategy with the help of Silicon Valley Community Foundation (SVCF).,CR
45,1101215,143974,89002,Information Technology,ALLIANCE DATA SYSTEMS CORP,1,2018,ALLIANCE DATA SYSTEMS CORP_2018.txt,Data security and privacy for our banking and credit operations falls under the scope of the reporting outlined in the “Secure and responsible use of consumer data” section on page 31.,PL
45,1596532,20748,14714,Information Technology,ARISTA NETWORKS INC,1,2019,ARISTA NETWORKS INC_2019.txt,"Our Board of Directors are the gatekeepers of these standards, providing accountability, objectivity, perspective, and judgment when monitoring performance.",CG
45,1596532,20748,14714,Information Technology,ARISTA NETWORKS INC,1,2021,ARISTA NETWORKS INC_2021.txt,"In addition, high-efficiency plumbing fixtures and landscape irrigation systems are installed to conserve water at a critical time for California.",NC
50,732717,9899,66093,Communication Services,AT&T INC,1,2006,AT&T INC_2006.txt,"Books are recycled into new phone books, newsprint, cardboard boxes, compost, insulation and other household products.",PW
50,732717,9899,66093,Communication Services,AT&T INC,1,2008,AT&T INC_2007-2008.txt,"We collect used wireless devices and accessories in a number of ways, including through our employees, retirees, company-owned retail stores, other national retailers, dealers and agents, resellers and other avenues.",PW
50,732717,9899,66093,Communication Services,AT&T INC,1,2008,AT&T INC_2008.txt,"Every year, we celebrate National High Technology Day, a nationwide initiative hosted by the Hispanic/Latino Employee Association of AT&T (HACEMOS).",HC
50,732717,9899,66093,Communication Services,AT&T INC,1,2008,AT&T INC_2008.txt,The code addresses common ethical and compliance issues and covers a range of topics.,BE
50,732717,9899,66093,Communication Services,AT&T INC,1,2009,AT&T INC_2009.txt,"Our customers told us they wanted clear, easy-to-read information about our privacy commitments and policies.",PL
50,732717,9899,66093,Communication Services,AT&T INC,0,2008,edgar/data/732717/0001047469-08-002494.txt,"From time to time, the Committee engages CCA Strategies LLC, an employee benefits and compensation consulting firm and a division of JPMorgan Retirement Plan Services (which also acts as a consultant to the Human Resources Committee on executive compensation matters), to provide the Committee with information regarding director compensation paid by companies principally in the Fortune 50, Fortune 100 and a special comparator group used by the Human Resources Committee.",CG
50,1326801,170617,13407,Communication Services,FACEBOOK INC,1,2020,FACEBOOK INC_2020.txt,We have strong standards and policies in place to help prevent this type of illegal activity from happening on our platforms.,BE
50,1065280,147579,89393,Communication Services,NETFLIX INC,1,2021,NETFLIX INC_2021.txt,We will also change the voting standard for our directors in uncontested elections.,CG
50,51644,6136,53065,Communication Services,INTERPUBLIC GROUP OF COS,1,2019,INTERPUBLIC GROUP OF COS_2019.txt,The IPG Internship program offers students meaningful projects that provide an introduction to our industry while also developing a highly-valued future talent pool.,HC
50,51644,6136,53065,Communication Services,INTERPUBLIC GROUP OF COS,1,2020,INTERPUBLIC GROUP OF COS_2020.txt,"Historically, IPG has had a flexible culture to accommodate parents when they return to work.",HC
50,51644,6136,53065,Communication Services,INTERPUBLIC GROUP OF COS,1,2020,INTERPUBLIC GROUP OF COS_2020.txt,"IPG’s Code of Conduct highlights our commitment to high standards of safety and employee protection, as reflected in our policies on safety and our employee resources devoted to physical and mental health.",HC
50,51644,6136,53065,Communication Services,INTERPUBLIC GROUP OF COS,0,2009,edgar/data/51644/0001047469-09-004758.txt,"A change of control is defined by the Plan to mean, in general, the occurrence of any of the following events: (i) any person (within the meaning of Sections 13(d) and 14(d) of the Exchange Act becomes the beneficial owner (within the meaning of Rule 13d-3 under the Exchange Act) of stock that, together with other stock held by such person, possesses more than 50 percent of the combined voting power of Interpublic's then-outstanding stock; (ii) any person (within the meaning of Sections 13(d) and 14(d) of the Exchange Act) acquires (or has acquired during the 12-month period ending on the date of the most recent acquisition by such person) ownership of stock of Interpublic possessing 30 percent or more of the combined voting power of Interpublic's then-outstanding stock; (iii) any person (within the meaning of Sections 13(d) and 14(d) of the Exchange Act) acquires (or has acquired during the 12-month period ending on the date of the most recent acquisition by such person) assets from Interpublic that have a total gross fair market value equal to 40 percent or more of the total gross fair market value of all of the assets of Interpublic immediately prior to such acquisition or acquisitions (where gross fair market value is determined without regard to any associated liabilities); or (iv) during any 12-month period, a majority of the members of the Board of Directors is replaced by directors whose appointment or election is not endorsed by a majority of the members of the Board of Directors before the date of their appointment or election.",CG
50,39899,4988,47941,Communication Services,TEGNA INC,1,2019,TEGNA INC_2019.txt,"In 2019, 68 percent of TEGNA interns were women, while 41 percent were people of color.",HC
50,39899,4988,47941,Communication Services,TEGNA INC,1,2019,TEGNA INC_2019.txt,"The months-long investigation led to 68 city employees being disciplined, including executivelevel staff, and resulted in Houston implementing new operations practices to ensure city policies are followed and enforced.",BE
